[0.32504219454321226, -0.07429799367794268][0.23251447857807336, 0.03936528331765565]




"0.08985605520869692,-0.21050778206419885"
"-0.09076464972749904,0.03325449146625266"
"-0.09076464972749904,0.03325449146625266"
"-0.09076464972749904,0.03325449146625266"
"0.08220815547547114,0.03396505785318474"
"0.047313220955934196,0.013463007573487585"
0.18261263188875546,-0.03762437325923357
0.1739927340122322,-0.03275628872730998
0.1739927340122322,-0.03275628872730998

-0.042933340160665585,0.05629496639077079
-0.25322217333670555,0.14086501265899923
0.15609306920614988,0.006169318928730469
0.15609306920614988,0.006169318928730469
0.13550351569392396,-0.08170909738514061
0.17497080159560266,0.037507127347846066
-0.16143996844638372,-0.009160039949608581
0.08404993472531537,-0.009188329200740891
0.11100718107043432,-0.015844682847268542
0.11100718107043432,-0.015844682847268542
0.11100718107043432,-0.015844682847268542

0.012569013514398703,0.2700336796743906
-6.043493720193147e-05,-0.20966792434093035
-4.244443947029099e-06,-0.314327611443092
-4.244443947029099e-06,-0.314327611443092
-4.244443947029099e-06,-0.314327611443092
